,feature_names,feature_weights
0,iud,3.6040339782814117
1,contracept,2.9706343016355543
2,birth,2.400680452300554
3,condom,2.0145097260918483
4,locat,1.9353988763300602
5,use,1.7534136266600762
6,women,1.7240778810746187
7,control,1.5465802721002853
8,shot,1.474122244382013
9,offic,1.3994342293283017
10,implant,1.2335118142607662
11,method,1.2043714579777087
12,symptom,1.1685066961826132
13,diaphragm,1.1487831741601753
14,intrauterin,1.1480599579293302
15,ncheck,1.1419254626392041
16,pelvic,1.114814779567836
17,bleed,1.0939464858182115
18,pregnanc,1.0900622567163576
19,devic,1.0890349033684201
20,insert,1.065997310374877
21,newslett,1.0383592798837042
22,inform,1.0340466727613422
23,uteru,0.9992182621563179
24,provera,0.9977569615695989
25,nlearn,0.9909452835271333
26,hormon,0.957695322261981
27,problem,0.9480573803674022
28,cdc,0.9442672577658149
29,member,0.909402428638347
30,period,0.8887961308040673
31,diseas,0.875349913979287
32,syndrom,0.8725908582048547
33,pill,0.867418973667634
34,educ,0.8500359879655885
35,treatment,0.8181709606962139
36,cancer,0.8179507598654944
37,femal,0.8058014545073793
38,greater,0.8056913014085773
39,blood,0.7903588686692887
40,inflamm,0.7758089209467511
41,mirena,0.766614205418721
42,steril,0.7597821266172824
43,action,0.7553326349777504
44,risk,0.7271735903303794
45,research,0.7196088573392853
46,american,0.7026407669772259
47,directori,0.6998902428787397
48,program,0.6991852316512165
49,pregnant,0.6857387304288669
50,sexual,0.684956786041777
51,vaccin,0.6785983404530026
52,tube,0.6743442164678992
53,sti,0.6679475265590762
54,fallopian,0.6676122289127828
55,sex,0.6656077663854146
56,mayo,0.6610417159327924
57,npatient,0.6586994652102541
58,uterin,0.6420296218214537
59,vagina,0.6391538256761329
60,child,0.6324394507938428
61,nnation,0.6282945712593516
62,hpv,0.6278899135943146
63,woman,0.623205645054483
64,menstrual,0.6191006790818882
65,xe,0.6188688652474996
66,care,0.6153238661101241
67,coronaviru,0.6058490806298611
68,inflammatori,0.6053990677911208
69,guidanc,0.5902420118805989
70,increas,0.5898763230663941
71,peopl,0.5862724816084605
72,question,0.5787260091185478
73,xa,0.5775212416541006
74,ngo,0.5681777494201725
75,diabet,0.5679036641289317
76,tubal,0.5609323051777356
77,tumor,0.5590989909666345
78,help,0.5569209374320317
79,healthi,0.5561709835139418
80,provid,0.5557381258382704
81,effect,0.5500147891204265
82,nfree,0.5401489988237546
83,criteria,0.5216134001944067
84,person,0.5095809503991615
85,heart,0.5050228171646441
86,recommend,0.5042593153556216
87,wide,0.49314360698617066
88,nfind,0.4930950144471427
89,nif,0.4882312745062445
90,websit,0.48808865651086164
91,viru,0.48672933094351545
92,bodi,0.4815991365926275
93,parenthood,0.48099784778138976
94,nabort,0.48040958622619623
95,month,0.47712759741088284
96,form,0.47501128915686747
97,xb,0.4730267637682928
98,chronic,0.4722517660882661
99,safeti,0.471248304790106
100,screen,0.4699354390714604
101,commun,0.4673215616093317
102,need,0.4591011058339968
103,cervic,0.457043583244201
104,collect,0.456801439702286
105,niud,0.4563936191488338
106,sign,0.4540263616502056
107,public,0.45347757969107233
108,physic,0.4478056408964481
109,begin,0.44581562034462924
110,nget,0.44510691922282064
111,nhealth,0.4412517688330459
112,ntake,0.4410720851855067
113,comment,0.4311053685467734
114,abort,0.4292761481921609
115,connect,0.4224606900919923
116,affect,0.4224009541713023
117,cycl,0.422085413112373
118,weight,0.42167048218425446
119,contain,0.4214354005945699
120,http,0.42015980312310236
121,servic,0.4171621997825241
122,injuri,0.41652313513798744
123,ask,0.4134994241537576
124,becom,0.41073947268245337
