,feature_names,feature_weights
0,birth control,5.640821183946209
1,intrauterine device,3.155900536787588
2,contraceptive methods,2.6617106499949723
3,inflammatory disease,2.2822593940074793
4,x80 x99t,1.9867457273554165
5,sexual health,1.916823630533903
6,form birth,1.7633048361089372
7,device iud,1.6964319731035602
8,planned parenthood,1.528631513283746
9,mayo clinic,1.482682685001309
10,iud inserted,1.4622245172693291
11,nshare story,1.350085603959304
12,nmayo clinic,1.3371251001360507
13,prevent pregnancy,1.2923699214629576
14,sexually transmitted,1.2411932343032335
15,control methods,1.193474952423435
16,x80 x9d,1.1556286847828068
17,x80 x99s,1.132643194787747
18,don xe2,1.0788886011788745
19,ntoggle navigation,1.0538983609830281
20,disease control,1.0321725433804767
21,nfacebook ntwitter,1.0045399188634385
22,care health,0.9781028259061739
23,privacy policy,0.9674149740461486
24,x80 xa6,0.9357599927328001
25,nsexually transmitted,0.8669445257915764
26,x80 x93,0.8508384866658147
27,xe2 x80,0.849404986645326
28,people worldwide,0.8378914545252102
29,health center,0.8225005034849138
30,centers disease,0.8144072672926003
31,patient care,0.8127560549481679
32,control prevention,0.7972024814745189
33,make sure,0.7780842429642348
34,https www,0.7439979007647685
35,src https,0.6683247366242033
36,x80 x99re,0.6381479089336896
37,diagnosis treatment,0.636446764070123
38,woman xe2,0.6317573534323254
39,xc3 xb1ol,0.6142022100885675
40,xc2 xa0,0.6034440312619851
41,x99s health,0.5841916536063355
42,american sexual,0.5698460523800826
43,ndrugs supplements,0.5588508605717317
44,nhiv aids,0.5535914248675574
45,clinic does,0.5391783575106532
46,does endorse,0.5391783575106532
47,involved nget,0.5378055987347806
48,nget involved,0.4971551927907341
49,height width,0.49612691975226103
50,org nespa,0.49095053826280527
51,ask doctor,0.4845598495172737
52,prevention cdc,0.47763798805699437
53,american academy,0.46790185419131297
54,nsexual health,0.46072865291297865
55,nheart disease,0.4466498386377291
56,health topics,0.4361252965965914
57,family physicians,0.42590323409249703
58,symptom checker,0.42503703379778013
59,diet na,0.4226532807035386
60,x80 x94,0.4110860649668656
61,disease quiz,0.3999926118620446
62,xc3 x97,0.38240760878272595
63,hpv vaccine,0.3787549200397707
64,make appointment,0.3784548873955436
65,additional information,0.3690056782316662
66,nsearch nsearch,0.35952359858758776
67,cdc website,0.35792437211463396
68,medical education,0.35720070070071447
69,sidebar skip,0.3553389576618483
70,health care,0.3410462219388966
71,search nsearch,0.3405452594216753
72,nsearch nfind,0.3405452594216753
73,nopen search,0.3405452594216753
74,ngo navigation,0.3405452594216753
75,navigation ngo,0.3405452594216753
76,xb1 xd8,0.3399514044351109
77,xb9 xd8,0.3399514044351109
78,xd8 xa7,0.3399514044351109
79,xd8 xb1,0.3399514044351109
80,ncenters disease,0.33879576130873973
81,medical professionals,0.33514427673876274
82,long term,0.32673682836626955
83,clinical trials,0.3261295134259273
84,does provide,0.3218648809981983
85,ni agree,0.3178926668034546
86,education research,0.31070109662063927
87,clinic school,0.3036185087209567
88,nmental health,0.30234422130841887
89,nterms use,0.29664143940639837
90,procedures devices,0.2905781978917752
91,tax deductible,0.28824939325084015
92,transmitted infections,0.28425065129521626
93,familydoctor org,0.2807545197635794
94,collect information,0.27704163179086894
95,vaccine recommendations,0.27670309601473636
96,recommendations males,0.27670309601473636
97,nplanned parenthood,0.2648583899745063
98,academy family,0.25896571890481535
99,nbirth control,0.258538727848901
100,x80 x99,0.25253561487007514
101,nfirst aid,0.2523012314717241
102,health resources,0.24980069378094127
103,women xe2,0.24324721574660788
104,ncall planned,0.2426975144483858
105,parenthood ndonate,0.2426975144483858
106,ncontact ncontact,0.24197470767204174
107,nmanage cookies,0.2352564649219422
108,nondiscrimination nmanage,0.2352564649219422
109,health nsexual,0.22894230142031816
110,nblood pressure,0.22879664868363137
111,conditions privacy,0.22012878800086458
112,foundation medical,0.21846003686871063
113,mayo foundation,0.21846003686871063
114,nprivacy policy,0.2184418358878973
115,interactive symptom,0.2142913774948842
116,nvisit interactive,0.2142913774948842
117,medical advice,0.21222623320185866
118,transmitted disease,0.18540188082940012
119,type type,0.1827572130156923
120,ndiabetes type,0.1792874559751514
121,healthy living,0.1790657094246063
122,health centers,0.17670229298368106
123,health human,0.175113248490768
124,personal information,0.17432641589663334
125,nfollow nfollow,0.17311867356396066
126,shortfall questionnaire,0.17176732823333854
127,nhealthcare management,0.17176732823333854
128,resources nhealthcare,0.17176732823333854
129,nsymptom checker,0.17118986094167174
130,visit website,0.17108764138845495
131,medicinenet familiarize,0.17108764138845495
132,familiarize website,0.17108764138845495
133,website outside,0.17108764138845495
134,nyou visit,0.17108764138845495
135,policy differs,0.17108764138845495
136,outside medicinenet,0.17108764138845495
137,differs ncontinue,0.17108764138845495
138,ndonate nfollow,0.17027262971083765
139,ndonate nopen,0.17027262971083765
140,mzjz59 nheight,0.17027262971083765
141,content ngo,0.17027262971083765
142,gtm mzjz59,0.17027262971083765
143,ngo site,0.17027262971083765
144,search nhomepage,0.17027262971083765
145,ngo content,0.17027262971083765
146,transmitted diseases,0.16724778922248945
147,counter products,0.16515388909142187
148,ndrugs procedures,0.16479222763153595
149,xa9 2020,0.1647908747486489
150,terms use,0.162564930340818
151,advice diagnosis,0.1605823924087557
152,treatment additional,0.1605823924087557
153,policy nterms,0.15669512546818132
154,ndiseases conditions,0.15125819851567446
155,fiber diet,0.14382411194614228
156,conditions ncommon,0.14382411194614228
157,eye problems,0.14382411194614228
158,park nc,0.1417453906611536
159,triangle park,0.1417453906611536
160,nc 27709,0.1417453906611536
161,box 13827,0.1417453906611536
162,nhealthy living,0.1396659866410972
163,ncontinue nnewsletters,0.1383392378564204
164,copy materials,0.13811663952707262
165,reprinted noncommercial,0.13811663952707262
166,personal use,0.13811663952707262
167,mayo mayo,0.13811663952707262
168,materials reprinted,0.13811663952707262
169,org mayo,0.13811663952707262
170,living triple,0.13811663952707262
171,triple shield,0.13811663952707262
172,trademarks mayo,0.13811663952707262
173,clinic healthy,0.13811663952707262
